"","salary","age","elevel","car","zipcode","credit","brand","Age_Level","Age_Brackets"
"4712",30646.63,67,"0","8","3",404266.7,"Sony",3,"60+"
"4713",76313.03,33,"4","11","6",443770.3,"Acer",1,"<40"
"4714",20879.76,31,"1","9","1",86281.15,"Sony",1,"<40"
"4715",150000,51,"2","12","3",94865.62,"Sony",2,"40-60"
"4716",57941.03,42,"0","8","2",262537.2,"Sony",2,"40-60"
"4717",150000,20,"3","11","0",401154.1,"Sony",1,"<40"
"4718",26174.54,40,"3","8","1",467127.4,"Sony",2,"40-60"
"4719",44537.98,30,"2","20","6",136967.7,"Sony",1,"<40"
"4720",29985.91,27,"4","20","3",384248.5,"Sony",1,"<40"
"4721",52093.93,73,"3","7","6",257021.5,"Acer",3,"60+"
"4722",131639.1,68,"1","3","8",267002,"Sony",3,"60+"
"4723",129492.7,56,"1","1","2",14096.5,"Sony",2,"40-60"
"4724",57385.78,26,"2","5","8",366740.6,"Acer",1,"<40"
"4725",57092.14,38,"3","14","5",419183.9,"Acer",1,"<40"
"4726",132236.3,24,"0","17","4",320694,"Sony",1,"<40"
"4727",75952.79,29,"4","12","3",359122.2,"Acer",1,"<40"
"4728",65937.45,74,"2","14","5",100284.3,"Acer",3,"60+"
"4729",136624.9,37,"3","9","5",407969.3,"Sony",1,"<40"
"4730",85963.04,59,"0","5","8",0,"Acer",2,"40-60"
"4731",99378.81,67,"0","9","6",301109.4,"Sony",3,"60+"
"4732",73232.11,54,"1","14","0",203245.9,"Acer",2,"40-60"
"4733",50546.75,74,"1","2","2",379517.9,"Acer",3,"60+"
"4734",108117.7,35,"3","5","7",316078.4,"Sony",1,"<40"
"4735",134491.1,27,"3","17","6",23957.3,"Sony",1,"<40"
"4736",109329.1,64,"0","18","1",0,"Sony",3,"60+"
"4737",99605.15,39,"1","3","6",151563,"Acer",1,"<40"
"4738",43285.54,71,"4","1","3",182735.4,"Acer",3,"60+"
"4739",138257.6,50,"4","9","6",358656,"Sony",2,"40-60"
"4740",31055.53,42,"4","8","6",144543.7,"Sony",2,"40-60"
"4741",98310.94,44,"3","2","5",326336.6,"Acer",2,"40-60"
"4742",111250.7,41,"4","1","2",183111.8,"Acer",2,"40-60"
"4743",130505.9,43,"3","3","4",468783.8,"Sony",2,"40-60"
"4744",45885.31,79,"2","10","6",60087.19,"Acer",3,"60+"
"4745",146294,43,"2","11","5",181318.6,"Sony",2,"40-60"
"4746",104218.5,72,"2","8","8",103566.7,"Sony",3,"60+"
"4747",74602.14,51,"1","9","8",261246.4,"Acer",2,"40-60"
"4748",90167.7,77,"3","19","8",89040.88,"Sony",3,"60+"
"4749",116566.9,69,"3","16","7",327623.3,"Sony",3,"60+"
"4750",107117.9,28,"3","2","6",366037.4,"Sony",1,"<40"
"4751",103906.3,27,"0","5","1",339456.1,"Sony",1,"<40"
"4752",112403.8,50,"4","10","2",5e+05,"Acer",2,"40-60"
"4753",120978.9,36,"1","3","7",196492.6,"Sony",1,"<40"
"4754",54536.38,31,"4","6","5",348060.9,"Acer",1,"<40"
"4755",24313.31,58,"2","12","4",12664.22,"Sony",2,"40-60"
"4756",88081.85,67,"1","11","4",97161.78,"Sony",3,"60+"
"4757",145478.4,38,"2","7","6",233942.8,"Sony",1,"<40"
"4758",55284.78,59,"0","19","2",79030.24,"Sony",2,"40-60"
"4759",87656.45,68,"3","10","7",430100.5,"Sony",3,"60+"
"4760",57279.99,71,"4","13","8",137285.5,"Acer",3,"60+"
"4761",58926.67,72,"2","7","5",408789.6,"Acer",3,"60+"
"4762",100713.2,21,"4","3","1",447985.1,"Sony",1,"<40"
"4763",30261.04,73,"3","14","4",259007.1,"Sony",3,"60+"
"4764",137119.9,20,"1","15","1",356741.8,"Sony",1,"<40"
"4765",133669.7,31,"2","17","8",214229.1,"Sony",1,"<40"
"4766",130394.9,25,"4","5","6",277340.2,"Sony",1,"<40"
"4767",66524.02,44,"4","4","8",379221.4,"Sony",2,"40-60"
"4768",113023.7,24,"1","6","3",356488.9,"Sony",1,"<40"
"4769",57726.77,38,"1","9","0",157093.4,"Acer",1,"<40"
"4770",24259.5,63,"1","6","8",180856.3,"Sony",3,"60+"
"4771",23316.42,41,"4","14","8",287460.6,"Sony",2,"40-60"
"4772",132688,52,"1","8","6",225323,"Sony",2,"40-60"
"4773",113274,59,"2","2","0",288136.2,"Acer",2,"40-60"
"4774",95953.01,45,"0","6","1",320415,"Acer",2,"40-60"
"4775",62627.06,68,"2","2","2",338219.6,"Acer",3,"60+"
"4776",25857.54,80,"1","9","3",56683.1,"Sony",3,"60+"
"4777",122237.4,49,"4","12","5",406224.8,"Sony",2,"40-60"
"4778",110367.3,75,"1","9","1",167143.4,"Sony",3,"60+"
"4779",144230.8,57,"2","14","0",282960,"Sony",2,"40-60"
"4780",30332.03,30,"1","17","0",250153.9,"Sony",1,"<40"
"4781",45477.87,40,"3","7","0",285892.4,"Sony",2,"40-60"
"4782",88465.65,31,"1","4","8",105546.6,"Acer",1,"<40"
"4783",107830.8,47,"4","6","0",25569.77,"Acer",2,"40-60"
"4784",20000,74,"2","2","6",215624.5,"Sony",3,"60+"
"4785",82812.51,53,"3","10","7",482906.8,"Acer",2,"40-60"
"4786",39710.15,76,"0","1","7",97984.8,"Acer",3,"60+"
"4787",45635.76,39,"0","1","4",129577.2,"Acer",1,"<40"
"4788",76312.85,75,"3","20","1",65407.2,"Acer",3,"60+"
"4789",143562.7,29,"1","15","4",255811.8,"Sony",1,"<40"
"4790",63018.84,30,"1","7","1",54589.23,"Acer",1,"<40"
"4791",23600.08,42,"0","18","2",494665.4,"Sony",2,"40-60"
"4792",59112.96,25,"0","15","4",254581.5,"Acer",1,"<40"
"4793",82324.83,59,"0","3","8",28260.09,"Sony",2,"40-60"
"4794",36171.23,56,"2","5","6",440562.6,"Sony",2,"40-60"
"4795",30674.54,59,"2","20","0",297179.1,"Sony",2,"40-60"
"4796",145666.1,38,"3","15","3",0,"Sony",1,"<40"
"4797",25914.21,62,"4","14","7",216859.6,"Acer",3,"60+"
"4798",105599.8,61,"1","15","1",488254.9,"Sony",3,"60+"
"4799",27421.76,22,"4","7","2",418926.5,"Sony",1,"<40"
"4800",77285.66,75,"2","16","3",358549.3,"Sony",3,"60+"
"4801",93111.15,28,"0","11","7",54865.68,"Acer",1,"<40"
"4802",20000,64,"3","19","0",285493.5,"Sony",3,"60+"
"4803",103191.4,60,"3","11","4",403290.3,"Sony",3,"60+"
"4804",149440.3,61,"2","2","6",60201.13,"Sony",3,"60+"
"4805",95474.29,38,"2","6","2",439863.2,"Acer",1,"<40"
"4806",30258.52,36,"0","14","8",345567.6,"Sony",1,"<40"
"4807",68425.51,44,"1","8","1",157275.4,"Sony",2,"40-60"
"4808",117641.6,52,"1","4","1",57432.13,"Acer",2,"40-60"
"4809",36317.11,48,"1","8","2",306112.8,"Sony",2,"40-60"
"4810",112738.5,74,"1","16","5",371687.1,"Sony",3,"60+"
"4811",136815.7,49,"0","2","1",122296.8,"Sony",2,"40-60"
"4812",142424.5,47,"4","8","8",184392.8,"Sony",2,"40-60"
"4813",42428.95,45,"0","13","0",270384.4,"Sony",2,"40-60"
"4814",113089.1,41,"3","3","8",16182.22,"Acer",2,"40-60"
"4815",57262.61,40,"2","12","1",4376.509,"Sony",2,"40-60"
"4816",40103.46,52,"2","3","0",418615.2,"Sony",2,"40-60"
"4817",136405,76,"2","3","0",157330.2,"Sony",3,"60+"
"4818",56180.81,63,"1","7","2",381208.9,"Acer",3,"60+"
"4819",24292.41,48,"0","20","3",133781.2,"Sony",2,"40-60"
"4820",97148.12,50,"3","19","5",5e+05,"Acer",2,"40-60"
"4821",65355.97,51,"2","6","1",316920.1,"Sony",2,"40-60"
"4822",82472.32,63,"1","8","4",302966,"Sony",3,"60+"
"4823",49208.54,49,"4","17","7",5e+05,"Sony",2,"40-60"
"4824",67430.03,37,"2","5","2",319241,"Acer",1,"<40"
"4825",127140.9,30,"4","1","0",43872.87,"Sony",1,"<40"
"4826",20000,30,"2","9","2",38184.72,"Sony",1,"<40"
"4827",82868.57,26,"0","3","1",377367.2,"Acer",1,"<40"
"4828",26889.19,59,"2","17","5",96275.55,"Sony",2,"40-60"
"4829",103500.4,33,"0","18","0",487855.7,"Sony",1,"<40"
"4830",111062,30,"2","7","7",264492.4,"Sony",1,"<40"
"4831",39599.93,30,"2","6","6",158741.5,"Sony",1,"<40"
"4832",141119.8,27,"2","19","8",138210.1,"Sony",1,"<40"
"4833",127302.3,52,"3","10","3",250147.1,"Sony",2,"40-60"
"4834",64729.04,48,"0","6","4",166321.1,"Sony",2,"40-60"
"4835",80310.12,24,"4","14","3",310644,"Acer",1,"<40"
"4836",146763.6,34,"2","10","0",167712.1,"Sony",1,"<40"
"4837",65752.14,35,"4","12","5",278976.7,"Acer",1,"<40"
"4838",95716.57,62,"3","3","5",184725.3,"Sony",3,"60+"
"4839",109165.8,72,"1","8","6",248311,"Sony",3,"60+"
"4840",58078.85,78,"0","10","0",119632,"Acer",3,"60+"
"4841",150000,53,"0","16","4",482767.2,"Sony",2,"40-60"
"4842",108784.8,60,"2","7","0",350744.8,"Acer",3,"60+"
"4843",48194.07,36,"4","18","4",372.4785,"Sony",1,"<40"
"4844",52639.39,61,"2","12","3",146383.7,"Acer",3,"60+"
"4845",87354.73,30,"2","14","0",84646.39,"Acer",1,"<40"
"4846",140938.2,74,"3","2","3",410541.6,"Sony",3,"60+"
"4847",38245.13,57,"1","10","7",139352.9,"Sony",2,"40-60"
"4848",81345.82,55,"3","11","1",119523.7,"Acer",2,"40-60"
"4849",96021.4,25,"4","9","0",381340.9,"Acer",1,"<40"
"4850",50756.89,62,"1","10","8",421651.2,"Acer",3,"60+"
"4851",116217.5,46,"3","20","5",422384.9,"Acer",2,"40-60"
"4852",65800.37,42,"4","11","6",265351.7,"Sony",2,"40-60"
"4853",24880.31,44,"3","4","7",130367.7,"Sony",2,"40-60"
"4854",44367.07,64,"3","11","5",212533.5,"Acer",3,"60+"
"4855",73004.93,32,"0","3","2",379148.2,"Acer",1,"<40"
"4856",84192.71,33,"1","4","8",331354.2,"Acer",1,"<40"
"4857",135667.1,49,"4","18","1",126370.5,"Sony",2,"40-60"
"4858",100053.5,41,"2","19","7",390131.1,"Acer",2,"40-60"
"4859",131611.7,38,"1","2","6",417890.5,"Sony",1,"<40"
"4860",131383.8,70,"4","18","8",105577.2,"Sony",3,"60+"
"4861",72219.2,34,"2","7","6",163291.7,"Acer",1,"<40"
"4862",40182.51,63,"4","19","3",152870.6,"Acer",3,"60+"
"4863",37242.12,66,"2","3","2",493899.9,"Acer",3,"60+"
"4864",148293,51,"2","4","5",214491.6,"Sony",2,"40-60"
"4865",70319.86,72,"2","4","3",404846,"Acer",3,"60+"
"4866",125146.8,32,"0","18","7",277685.1,"Sony",1,"<40"
"4867",20537.59,72,"4","4","0",68760.71,"Sony",3,"60+"
"4868",51127.21,77,"4","4","1",53358.26,"Acer",3,"60+"
"4869",150000,32,"1","8","1",249556.9,"Sony",1,"<40"
"4870",69446.42,77,"0","5","2",365665.1,"Sony",3,"60+"
"4871",47829.21,73,"0","19","1",498299.7,"Acer",3,"60+"
"4872",37635.86,32,"3","6","1",427886,"Sony",1,"<40"
"4873",22754.32,65,"2","6","2",15363.41,"Sony",3,"60+"
"4874",62870.78,31,"2","2","4",175538.8,"Acer",1,"<40"
"4875",89753.47,71,"1","20","4",70817.44,"Sony",3,"60+"
"4876",124691.5,80,"3","17","6",369169.4,"Sony",3,"60+"
"4877",26921.8,42,"2","17","4",296643.9,"Sony",2,"40-60"
"4878",84106.43,71,"0","12","8",384478.9,"Sony",3,"60+"
"4879",85697.91,71,"4","9","8",5e+05,"Sony",3,"60+"
"4880",143296,61,"3","7","2",323394.2,"Sony",3,"60+"
"4881",141476.6,22,"4","7","6",53372.19,"Sony",1,"<40"
"4882",141945.1,65,"3","4","3",66870.79,"Sony",3,"60+"
"4883",69726.67,77,"2","12","2",326480.3,"Acer",3,"60+"
"4884",53859.7,33,"1","4","8",78141.1,"Sony",1,"<40"
"4885",61101.77,68,"3","19","8",60327.45,"Acer",3,"60+"
"4886",93691.49,62,"3","11","7",374258.4,"Sony",3,"60+"
"4887",67925.06,22,"3","8","6",62800.19,"Acer",1,"<40"
"4888",96637.65,40,"4","14","8",191452.5,"Acer",2,"40-60"
"4889",26542.47,51,"4","11","6",174837,"Sony",2,"40-60"
"4890",96241.83,23,"1","8","1",297228.5,"Acer",1,"<40"
"4891",111196.1,27,"4","7","7",360741.6,"Sony",1,"<40"
"4892",147655.8,38,"1","2","8",372765.5,"Sony",1,"<40"
"4893",37061.9,37,"4","17","4",239186.2,"Sony",1,"<40"
"4894",25670.72,36,"1","20","1",160520.9,"Sony",1,"<40"
"4895",105741.9,33,"1","1","5",487879.3,"Sony",1,"<40"
"4896",139782.6,78,"2","6","8",254581.5,"Sony",3,"60+"
"4897",88278.44,66,"1","16","6",163148.5,"Sony",3,"60+"
"4898",25513.46,48,"1","5","6",15785.74,"Sony",2,"40-60"
"4899",48550.05,27,"4","6","8",187142.7,"Sony",1,"<40"
"4900",84347.25,73,"1","12","8",344497.3,"Sony",3,"60+"
"4901",64284.62,44,"0","2","4",456233.9,"Sony",2,"40-60"
"4902",128429.3,49,"1","18","0",286637.7,"Sony",2,"40-60"
"4903",107906.3,66,"3","17","2",20393.66,"Sony",3,"60+"
"4904",79851.45,26,"2","19","7",42417.94,"Acer",1,"<40"
"4905",31751.41,64,"1","8","0",117641,"Acer",3,"60+"
"4906",63063.67,80,"1","3","7",217347.1,"Acer",3,"60+"
"4907",57100.27,61,"0","13","4",5e+05,"Acer",3,"60+"
"4908",61962.31,57,"0","5","8",481617.6,"Acer",2,"40-60"
"4909",95467.16,79,"4","3","8",94227.89,"Sony",3,"60+"
"4910",24396.39,54,"1","7","6",271825.9,"Sony",2,"40-60"
"4911",129734.2,80,"3","12","4",490383.8,"Sony",3,"60+"
"4912",114932,65,"4","9","3",449702,"Sony",3,"60+"
"4913",23590.64,37,"0","5","4",288128.6,"Sony",1,"<40"
"4914",75232.63,55,"4","20","1",43339.97,"Acer",2,"40-60"
"4915",121599.2,62,"2","16","0",462245.2,"Sony",3,"60+"
"4916",86872.5,49,"0","7","7",319137.4,"Acer",2,"40-60"
"4917",145242.6,43,"4","9","6",385813.5,"Sony",2,"40-60"
"4918",61114.21,62,"0","19","7",105473.7,"Acer",3,"60+"
"4919",124141.8,80,"4","12","6",236272.8,"Sony",3,"60+"
"4920",110865.3,70,"4","3","2",239173,"Sony",3,"60+"
"4921",61344.82,67,"3","3","2",247604,"Acer",3,"60+"
"4922",39912.29,20,"4","19","6",496051,"Sony",1,"<40"
"4923",121534.2,79,"1","20","7",324886.7,"Sony",3,"60+"
"4924",131643.5,37,"0","2","2",437534.3,"Sony",1,"<40"
"4925",35091.44,39,"4","16","3",5e+05,"Sony",1,"<40"
"4926",74574.97,50,"3","10","0",285711.2,"Sony",2,"40-60"
"4927",111242.3,43,"2","1","1",282646,"Acer",2,"40-60"
"4928",83776.59,58,"0","15","6",71840.71,"Acer",2,"40-60"
"4929",121055.1,46,"1","3","8",322270.5,"Acer",2,"40-60"
"4930",111670.2,74,"1","6","3",90489.24,"Sony",3,"60+"
"4931",38940.35,46,"0","7","6",164646.6,"Sony",2,"40-60"
"4932",45918.48,20,"4","14","8",79389.49,"Sony",1,"<40"
"4933",27422.34,57,"0","13","4",0,"Sony",2,"40-60"
"4934",24347.91,61,"4","16","7",394682.9,"Acer",3,"60+"
"4935",141764.5,35,"2","11","1",66832.57,"Sony",1,"<40"
"4936",107879,34,"0","3","8",246125.7,"Sony",1,"<40"
"4937",136602.6,35,"0","14","1",197951.5,"Sony",1,"<40"
"4938",36841.65,61,"2","2","8",202644.9,"Acer",3,"60+"
"4939",144362.2,33,"1","4","2",355338,"Sony",1,"<40"
"4940",122293,65,"1","7","8",182708.9,"Sony",3,"60+"
"4941",150000,39,"1","15","5",119055.6,"Sony",1,"<40"
"4942",69927.54,36,"3","2","8",275285.6,"Acer",1,"<40"
"4943",61903.16,72,"1","20","6",310343,"Acer",3,"60+"
"4944",39872.28,33,"0","16","0",18700.28,"Sony",1,"<40"
"4945",63760.67,29,"2","10","1",206491.5,"Acer",1,"<40"
"4946",143631.3,75,"2","1","8",352649.5,"Sony",3,"60+"
"4947",27086.44,77,"1","11","8",1877.424,"Acer",3,"60+"
"4948",95243.01,37,"4","7","8",216364.3,"Acer",1,"<40"
"4949",75470.18,48,"3","11","8",249446.4,"Acer",2,"40-60"
"4950",63498.89,47,"0","10","1",280906.8,"Sony",2,"40-60"
"4951",135532.9,72,"0","7","8",20370.52,"Sony",3,"60+"
"4952",51181.84,29,"2","13","3",237284.5,"Sony",1,"<40"
"4953",89573.49,38,"3","3","2",116463.6,"Acer",1,"<40"
"4954",137400.2,24,"1","12","6",5e+05,"Sony",1,"<40"
"4955",113636.7,40,"3","19","7",148004.9,"Acer",2,"40-60"
"4956",87160.48,69,"0","8","0",392554.4,"Sony",3,"60+"
"4957",130460.7,63,"1","2","8",163980.4,"Sony",3,"60+"
"4958",23683.45,24,"1","9","4",260544.5,"Sony",1,"<40"
"4959",55945.95,43,"2","5","7",160191.8,"Sony",2,"40-60"
"4960",80185.3,71,"3","8","8",133255.6,"Sony",3,"60+"
"4961",80684.55,71,"1","11","8",307907.8,"Sony",3,"60+"
"4962",150000,57,"2","16","2",336198.5,"Sony",2,"40-60"
"4963",111483,78,"1","3","3",453014.4,"Sony",3,"60+"
"4964",146970.4,37,"3","15","7",226556.9,"Sony",1,"<40"
"4965",26883.84,75,"0","5","0",241638.5,"Sony",3,"60+"
"4966",82074.12,52,"4","7","2",25525.81,"Acer",2,"40-60"
"4967",38300.86,66,"2","7","7",75951.21,"Acer",3,"60+"
"4968",138949.7,28,"3","14","8",433635.4,"Sony",1,"<40"
"4969",148746.9,66,"0","16","1",137614.3,"Sony",3,"60+"
"4970",93040.54,58,"3","8","5",38909.25,"Acer",2,"40-60"
"4971",28702.17,54,"0","17","1",473117.8,"Sony",2,"40-60"
"4972",60447.48,79,"1","3","0",68146.63,"Acer",3,"60+"
"4973",58080.57,70,"1","19","1",30150.59,"Acer",3,"60+"
"4974",105290.3,50,"4","18","8",50289.34,"Acer",2,"40-60"
"4975",58070.65,67,"2","9","4",231947.3,"Acer",3,"60+"
"4976",64047.67,80,"4","4","4",475993.1,"Acer",3,"60+"
"4977",106896.4,59,"3","1","7",330226.8,"Acer",2,"40-60"
"4978",20000,50,"4","15","2",237939.9,"Sony",2,"40-60"
"4979",40952.54,27,"3","6","4",474940.8,"Sony",1,"<40"
"4980",137686.1,74,"3","15","4",456801.2,"Sony",3,"60+"
"4981",149540.7,36,"1","12","1",337248,"Sony",1,"<40"
"4982",100267.2,24,"0","10","2",101275.2,"Sony",1,"<40"
"4983",39026.01,51,"3","13","7",150120.9,"Sony",2,"40-60"
"4984",96243.31,28,"2","16","5",425749.1,"Acer",1,"<40"
"4985",72510.53,47,"2","1","2",61937.12,"Sony",2,"40-60"
"4986",20000,45,"1","13","3",146461.7,"Sony",2,"40-60"
"4987",104658.4,78,"4","10","8",429514.3,"Sony",3,"60+"
"4988",143383.2,36,"2","1","0",46960.97,"Sony",1,"<40"
"4989",141849.4,52,"1","4","3",250656.2,"Sony",2,"40-60"
"4990",57023.3,53,"2","10","8",101069.5,"Sony",2,"40-60"
"4991",130255,80,"1","11","5",369930.9,"Sony",3,"60+"
"4992",119492.7,38,"4","18","1",85097.79,"Acer",1,"<40"
"4993",20000,68,"2","5","8",338216.2,"Sony",3,"60+"
"4994",138042.5,39,"3","4","5",59024.79,"Sony",1,"<40"
"4995",145442.4,60,"1","15","8",301628.7,"Sony",3,"60+"
"4996",48825.75,63,"4","5","6",29219.42,"Acer",3,"60+"
"4997",145815.8,74,"3","7","1",413202.8,"Sony",3,"60+"
"4998",70847.92,52,"3","17","5",26410.89,"Sony",2,"40-60"
"4999",135284.2,53,"4","16","3",54952.61,"Sony",2,"40-60"
"5000",70568.73,36,"4","17","4",438439.6,"Acer",1,"<40"
"5001",101298.7,20,"4","6","3",256462,"Sony",1,"<40"
"5002",100793.1,26,"3","7","4",367619.7,"Sony",1,"<40"
"5003",42974.01,24,"0","16","8",379053.8,"Sony",1,"<40"
"5004",27073.87,22,"2","10","6",232690,"Sony",1,"<40"
"5005",39613.25,55,"1","18","8",209346.8,"Sony",2,"40-60"
"5006",67603.68,25,"3","8","0",228918.8,"Acer",1,"<40"
"5007",138716.3,67,"1","3","4",79978.45,"Sony",3,"60+"
"5008",66656.09,47,"0","11","2",284048.5,"Sony",2,"40-60"
"5009",93658.41,26,"2","20","4",234605.6,"Acer",1,"<40"
"5010",108105.4,74,"3","14","3",420311.3,"Sony",3,"60+"
"5011",86221.22,32,"1","5","6",230293.5,"Acer",1,"<40"
"5012",72248.59,39,"1","9","1",168937.2,"Acer",1,"<40"
"5013",114656.9,25,"3","6","5",238132.8,"Sony",1,"<40"
"5014",94761.91,73,"3","1","7",171740.1,"Sony",3,"60+"
"5015",136325.8,52,"2","1","5",118664.6,"Sony",2,"40-60"
"5016",74824.12,49,"2","18","4",249115.5,"Acer",2,"40-60"
"5017",38217.66,73,"4","3","0",7845.277,"Acer",3,"60+"
"5018",110830.9,43,"0","7","6",140408.4,"Acer",2,"40-60"
"5019",107735.3,47,"2","3","0",25581.09,"Acer",2,"40-60"
"5020",139626.5,46,"3","5","7",368135,"Sony",2,"40-60"
"5021",40969.98,68,"0","5","8",357112.4,"Acer",3,"60+"
"5022",126097.6,51,"4","9","1",267731.2,"Acer",2,"40-60"
"5023",45086.29,47,"1","4","6",110603.3,"Sony",2,"40-60"
"5024",108441.1,40,"2","16","8",488775.4,"Sony",2,"40-60"
"5025",83087.69,46,"0","19","3",67810.73,"Acer",2,"40-60"
"5026",73199.45,25,"3","13","6",378167.8,"Acer",1,"<40"
"5027",83295.48,68,"4","20","5",390262,"Sony",3,"60+"
"5028",132267.8,60,"0","3","0",169657.2,"Sony",3,"60+"
"5029",109423.4,72,"3","10","0",466473.2,"Sony",3,"60+"
"5030",119454.6,66,"4","2","6",492817.2,"Sony",3,"60+"
"5031",66928.87,40,"0","12","1",259774.1,"Sony",2,"40-60"
"5032",80502.01,20,"1","16","3",487929.2,"Acer",1,"<40"
"5033",46560.09,38,"0","2","0",218124.1,"Sony",1,"<40"
"5034",25522.36,41,"0","5","4",382934.9,"Sony",2,"40-60"
"5035",38695.42,67,"2","15","6",476232.1,"Acer",3,"60+"
"5036",88762.6,34,"0","6","7",47687.5,"Acer",1,"<40"
"5037",137445.3,64,"1","16","2",384329.4,"Sony",3,"60+"
"5038",112110.7,33,"3","2","3",313160.9,"Sony",1,"<40"
"5039",32985.7,53,"3","15","3",427017.4,"Sony",2,"40-60"
"5040",109166.3,69,"3","16","8",39976.29,"Sony",3,"60+"
"5041",39779.64,56,"1","7","3",202291.1,"Sony",2,"40-60"
"5042",80619.28,25,"0","13","7",13392.8,"Acer",1,"<40"
"5043",51573.48,76,"4","17","8",310454.3,"Acer",3,"60+"
"5044",82332.68,63,"0","7","6",473505.9,"Sony",3,"60+"
"5045",146095.3,58,"0","3","1",351890.5,"Sony",2,"40-60"
"5046",139186.7,33,"2","18","5",38499.82,"Sony",1,"<40"
"5047",47864.92,39,"2","10","6",371978.3,"Sony",1,"<40"
"5048",23603.73,51,"3","1","2",499785.7,"Sony",2,"40-60"
"5049",72882.02,54,"0","7","5",188602.8,"Acer",2,"40-60"
"5050",49522.58,38,"4","3","0",319287.7,"Sony",1,"<40"
"5051",55152.82,44,"2","6","8",259275.2,"Sony",2,"40-60"
"5052",130777.9,65,"1","5","6",203931,"Sony",3,"60+"
"5053",64399.04,46,"2","15","2",98282.08,"Sony",2,"40-60"
"5054",113189.9,31,"4","1","7",420287.3,"Sony",1,"<40"
"5055",110233.8,80,"1","1","5",58202.34,"Sony",3,"60+"
"5056",33906.71,59,"4","2","7",278564,"Sony",2,"40-60"
"5057",128071.6,20,"4","8","0",411078.1,"Sony",1,"<40"
"5058",26370.17,49,"4","13","7",273860.9,"Sony",2,"40-60"
"5059",61588.12,43,"3","3","8",449536.5,"Sony",2,"40-60"
"5060",44528.9,60,"0","3","5",229224.4,"Acer",3,"60+"
"5061",69848.14,61,"3","15","2",354698.1,"Acer",3,"60+"
"5062",108486.2,69,"2","10","3",32028.14,"Sony",3,"60+"
"5063",49828.36,47,"1","9","2",229715.4,"Sony",2,"40-60"
"5064",87020.75,69,"0","18","0",81515.6,"Sony",3,"60+"
"5065",38385.74,42,"4","14","7",348738.5,"Sony",2,"40-60"
"5066",114220.7,70,"1","7","2",211340.8,"Sony",3,"60+"
"5067",103784.8,67,"3","10","7",439151.6,"Sony",3,"60+"
"5068",63673.58,74,"0","13","1",482756.1,"Acer",3,"60+"
"5069",33455.81,27,"0","16","5",266611.4,"Sony",1,"<40"
"5070",38706.15,80,"0","10","7",155482.1,"Acer",3,"60+"
"5071",114985.4,26,"2","9","3",149082.7,"Sony",1,"<40"
"5072",34667.63,40,"2","7","8",465696,"Sony",2,"40-60"
"5073",52356.51,60,"3","13","0",52812.03,"Sony",3,"60+"
"5074",112243.2,75,"3","7","4",13244.34,"Sony",3,"60+"
"5075",56139.53,71,"1","13","2",452401.7,"Acer",3,"60+"
"5076",79790.9,32,"0","2","1",264665.2,"Acer",1,"<40"
"5077",117754.9,58,"1","3","2",83658.53,"Acer",2,"40-60"
"5078",45749.98,80,"1","20","6",382337.1,"Acer",3,"60+"
"5079",75029.66,68,"0","7","2",234086.2,"Sony",3,"60+"
"5080",150000,53,"1","13","4",370382.8,"Sony",2,"40-60"
"5081",139535.1,37,"1","3","6",294285.1,"Sony",1,"<40"
"5082",109438.2,46,"0","5","1",451526.5,"Acer",2,"40-60"
"5083",85030.36,41,"4","3","7",55931.12,"Acer",2,"40-60"
"5084",118136.7,76,"3","14","0",92518.58,"Sony",3,"60+"
"5085",22599.52,63,"1","13","0",152075,"Sony",3,"60+"
"5086",105382.6,24,"3","4","3",476892.3,"Sony",1,"<40"
"5087",22320.26,43,"1","14","2",364106,"Sony",2,"40-60"
"5088",60073.37,39,"2","15","4",352300.5,"Acer",1,"<40"
"5089",113078.3,69,"3","16","2",301043,"Sony",3,"60+"
"5090",143826.1,74,"3","19","8",152617.9,"Sony",3,"60+"
"5091",145779.6,73,"2","4","3",409878.4,"Sony",3,"60+"
"5092",39470.56,56,"3","19","0",429110.5,"Sony",2,"40-60"
"5093",50604.44,36,"0","14","0",400452.5,"Sony",1,"<40"
"5094",22033.13,70,"1","9","5",96661.64,"Acer",3,"60+"
"5095",125122.7,49,"3","1","1",291966,"Sony",2,"40-60"
"5096",69189.25,42,"3","5","8",126617.4,"Sony",2,"40-60"
"5097",93210.95,53,"2","1","5",233092.2,"Acer",2,"40-60"
"5098",38214.78,33,"1","13","6",124867.2,"Sony",1,"<40"
"5099",28269.02,53,"2","9","4",133351,"Sony",2,"40-60"
"5100",85250.96,42,"1","17","0",258832.2,"Acer",2,"40-60"
"5101",148618.1,61,"3","16","1",35214.15,"Sony",3,"60+"
"5102",140191.8,41,"3","8","0",261158.5,"Sony",2,"40-60"
"5103",35534.49,25,"0","10","0",455760.6,"Sony",1,"<40"
"5104",71762.92,64,"3","17","8",303198.6,"Acer",3,"60+"
"5105",27851.75,62,"4","7","1",31412,"Sony",3,"60+"
"5106",121622.7,33,"0","7","4",191721.4,"Sony",1,"<40"
"5107",106693.5,37,"3","6","8",354574.8,"Sony",1,"<40"
"5108",144078,41,"1","8","2",255570.8,"Sony",2,"40-60"
"5109",58375.65,46,"4","8","6",38098.15,"Sony",2,"40-60"
"5110",24610.08,51,"2","2","4",244852.5,"Sony",2,"40-60"
